,OmsPostingId,PostingNumber,RezonItemId,Quantity,Price,Date,SourceLocationId
0,24098431105,05604433-0312-17,162772071,1,312.0,2024-03-02,18044570445000
1,24687713732,07302804-0165-1,170403966,1,187.0,2024-03-02,23128509046000
2,23617131966,79480750-0148-1,177733266,1,251.0,2024-03-02,23128509046000
3,24677743245,0133139629-0004-1,170403966,1,187.0,2024-03-13,23599177351000
4,23598391084,77079612-0009-3,181391286,1,1364.0,2024-03-13,23021125185000
5,24077986847,0149084863-0009-2,162772071,1,309.0,2024-03-24,23599177351000
6,24237415387,02340107-0251-2,162772071,1,303.0,2024-03-09,15431806189000
7,24012140788,0126468884-0011-2,170403966,1,187.0,2024-03-09,23599177351000
8,23991821151,0139199615-0012-3,215980962,1,969.0,2024-03-13,18044249781000
9,23991841151,0139199615-0012-5,215980962,1,646.0,2024-03-13,18044570445000
10,23991851151,0139199615-0012-6,215980962,1,323.0,2024-03-13,18044341087000
11,24224571225,49136841-0019-1,181391286,1,1353.0,2024-03-20,23948599159000
12,24146447110,0130071494-0039-3,177733266,1,196.4,2024-03-09,23128509046000
13,24456436663,36043271-0259-2,287646495,1,341.0,2024-03-02,23902289166000
14,24844805113,60003321-0027-5,162772071,1,303.0,2024-03-16,18044341087000
15,24616004735,70996607-0195-1,225990393,1,2787.0,2024-03-24,18044494830000
16,24400176322,0130324658-0129-1,170403966,1,187.0,2024-03-16,23599177351000
17,24128492140,95791196-0061-1,170403966,1,191.0,2024-03-05,23128509046000
18,24078987006,0157293406-0004-1,225990393,1,3264.0,2024-03-09,23599177351000
19,23785950790,28705558-0369-2,357378213,1,693.0,2024-03-02,6048863967000
20,24370686710,0126097974-0047-1,357378213,1,698.0,2024-03-02,6048863967000
21,24730567471,0105872687-0052-1,351097371,1,570.0,2024-03-13,18044494830000
22,24622107608,50814392-0039-1,162772071,1,369.0,2024-03-28,23843917228000
23,24080571174,14156950-0227-1,167770512,1,1473.0,2024-03-28,18044494830000
24,24450117316,0148110484-0031-1,225990393,1,3363.0,2024-03-05,1020000115166000
25,24600203310,39161070-0009-2,380161710,1,236.0,2024-03-13,23948599159000
26,24600213310,39161070-0009-3,380161710,1,236.0,2024-03-13,23948599159000
27,25027793012,0114985924-0018-1,380161710,1,248.0,2024-03-13,23948599159000
28,24429156753,30915169-0409-1,380161710,1,232.0,2024-03-13,23948599159000
29,24628075109,0141480949-0057-1,362471529,1,2247.0,2024-03-02,6048863967000
30,24369838004,0104726340-0233-1,362471529,1,1839.0,2024-03-02,6048863967000
31,24072285838,95344334-0226-1,362471529,1,2184.0,2024-03-02,6048863967000
32,24212322496,0101657024-0059-1,362471529,1,2035.0,2024-03-02,6048863967000
33,23710001349,31999301-0219-1,362471529,1,1839.0,2024-03-02,6048863967000
34,24573015310,50058430-0276-1,181391286,1,1383.0,2024-03-28,1020000241710000
35,23870290950,60466102-0473-1,335071011,1,280.0,2024-03-20,15431806189000
36,24142827943,50487047-0101-1,357378213,1,904.0,2024-03-20,6048863967000
37,25108593305,37637353-0031-1,385420095,1,1985.0,2024-03-16,15431806189000
38,24174217570,38788498-0302-1,357378213,1,669.75,2024-03-09,6048863967000
39,24544103433,47951209-0122-1,362471529,1,2151.0,2024-03-09,6048863967000
40,24540706728,0100760136-0040-2,380161710,1,259.0,2024-03-24,23902289166000
41,24262240620,88793708-0010-17,225990393,1,2360.0,2024-03-28,18044570445000
42,24247845161,91812905-0171-3,534733494,1,131.0,2024-03-16,18044249781000
43,24108662004,61573076-0167-3,335071011,1,320.0,2024-03-05,15431806189000
44,24108652004,61573076-0167-2,335071011,1,320.0,2024-03-05,15431806189000
45,24108672004,61573076-0167-5,335071011,1,320.0,2024-03-05,15431806189000
